Username,CourseName,InteractionType,Timestamp,Value
santiagomartin,Advanced Java,rating,2024-12-06 03:45:32,1.0
santiagomartin,Public Speaking,view,2024-12-06 03:45:32,
santiagomartin,Public Speaking,rating,2024-12-06 03:45:32,3.0
herreraamy,Finance Fundamentals,enroll,2024-12-06 03:45:32,
herreraamy,Finance Fundamentals,rating,2024-12-06 03:45:32,3.0
herreraamy,Data Science 101,complete,2024-12-06 03:45:32,
herreraamy,Data Science 101,rating,2024-12-06 03:45:32,5.0
herreraamy,Cybersecurity Essentials,view,2024-12-06 03:45:32,
herreraamy,Cybersecurity Essentials,rating,2024-12-06 03:45:32,5.0
herreraamy,Cloud Computing,complete,2024-12-06 03:45:32,
herreraamy,Cloud Computing,rating,2024-12-06 03:45:32,4.0
linda03,Cooking Essentials,enroll,2024-12-06 03:45:32,
linda03,Cooking Essentials,rating,2024-12-06 03:45:32,4.0
linda03,Cybersecurity Essentials,enroll,2024-12-06 03:45:32,
linda03,Cybersecurity Essentials,rating,2024-12-06 03:45:32,4.0
linda03,Project Management,view,2024-12-06 03:45:32,
linda03,Project Management,rating,2024-12-06 03:45:32,4.0
linda03,Web Development Bootcamp,view,2024-12-06 03:45:32,
linda03,Web Development Bootcamp,rating,2024-12-06 03:45:32,4.0
esmith,Cooking Essentials,view,2024-12-06 03:45:32,
esmith,Cooking Essentials,rating,2024-12-06 03:45:32,1.0
esmith,Interior Design Basics,enroll,2024-12-06 03:45:32,
esmith,Interior Design Basics,rating,2024-12-06 03:45:32,2.0
hernandeztyler,Interior Design Basics,complete,2024-12-06 03:45:32,
hernandeztyler,Interior Design Basics,rating,2024-12-06 03:45:32,5.0
hernandeztyler,Ethical Hacking,complete,2024-12-06 03:45:32,
hernandeztyler,Ethical Hacking,rating,2024-12-06 03:45:32,5.0
edwardsdaniel,Blockchain Basics,view,2024-12-06 03:45:32,
edwardsdaniel,Blockchain Basics,rating,2024-12-06 03:45:32,3.0
edwardsdaniel,Graphic Design Fundamentals,complete,2024-12-06 03:45:32,
edwardsdaniel,Graphic Design Fundamentals,rating,2024-12-06 03:45:32,2.0
edwardsdaniel,Project Management,view,2024-12-06 03:45:32,
edwardsdaniel,Project Management,rating,2024-12-06 03:45:32,4.0
edwardsdaniel,Public Speaking,enroll,2024-12-06 03:45:32,
edwardsdaniel,Public Speaking,rating,2024-12-06 03:45:32,1.0
elizabethvargas,History of Art,complete,2024-12-06 03:45:32,
elizabethvargas,History of Art,rating,2024-12-06 03:45:32,3.0
elizabethvargas,Finance Fundamentals,complete,2024-12-06 03:45:32,
elizabethvargas,Finance Fundamentals,rating,2024-12-06 03:45:32,2.0
elizabethvargas,Music Production,view,2024-12-06 03:45:32,
elizabethvargas,Music Production,rating,2024-12-06 03:45:32,4.0
kimberly40,SEO Strategies,complete,2024-12-06 03:45:32,
kimberly40,SEO Strategies,rating,2024-12-06 03:45:32,2.0
kimberly40,Photography Basics,enroll,2024-12-06 03:45:32,
kimberly40,Photography Basics,rating,2024-12-06 03:45:32,1.0
holly22,History of Art,complete,2024-12-06 03:45:32,
holly22,History of Art,rating,2024-12-06 03:45:32,4.0
holly22,Project Management,view,2024-12-06 03:45:32,
holly22,Project Management,rating,2024-12-06 03:45:32,5.0
holly22,Excel for Beginners,view,2024-12-06 03:45:32,
holly22,Excel for Beginners,rating,2024-12-06 03:45:32,3.0
holly22,Data Science 101,enroll,2024-12-06 03:45:32,
holly22,Data Science 101,rating,2024-12-06 03:45:32,4.0
holly22,Game Development,enroll,2024-12-06 03:45:32,
holly22,Game Development,rating,2024-12-06 03:45:32,1.0
moraleschelsea,Web Development Bootcamp,complete,2024-12-06 03:45:32,
moraleschelsea,Web Development Bootcamp,rating,2024-12-06 03:45:32,3.0
moraleschelsea,Social Media Marketing,view,2024-12-06 03:45:32,
moraleschelsea,Social Media Marketing,rating,2024-12-06 03:45:32,3.0
moraleschelsea,Advanced Java,complete,2024-12-06 03:45:32,
moraleschelsea,Advanced Java,rating,2024-12-06 03:45:32,2.0
joshuabuck,Cooking Essentials,complete,2024-12-06 03:45:32,
joshuabuck,Cooking Essentials,rating,2024-12-06 03:45:32,5.0
joshuabuck,Mobile App Development,view,2024-12-06 03:45:32,
joshuabuck,Mobile App Development,rating,2024-12-06 03:45:32,1.0
joshuabuck,Ethical Hacking,enroll,2024-12-06 03:45:32,
joshuabuck,Ethical Hacking,rating,2024-12-06 03:45:32,3.0
joshuabuck,Game Development,enroll,2024-12-06 03:45:32,
joshuabuck,Game Development,rating,2024-12-06 03:45:32,5.0
joshuabuck,Digital Marketing Basics,enroll,2024-12-06 03:45:32,
joshuabuck,Digital Marketing Basics,rating,2024-12-06 03:45:32,1.0
judithhill,Fitness and Wellness,view,2024-12-06 03:45:32,
judithhill,Fitness and Wellness,rating,2024-12-06 03:45:32,3.0
judithhill,Cooking Essentials,enroll,2024-12-06 03:45:32,
judithhill,Cooking Essentials,rating,2024-12-06 03:45:32,2.0
judithhill,Statistics for Data Science,complete,2024-12-06 03:45:32,
judithhill,Statistics for Data Science,rating,2024-12-06 03:45:32,5.0
judithhill,Blockchain Basics,view,2024-12-06 03:45:32,
judithhill,Blockchain Basics,rating,2024-12-06 03:45:32,4.0
ybaker,SEO Strategies,view,2024-12-06 03:45:32,
ybaker,SEO Strategies,rating,2024-12-06 03:45:32,3.0
ybaker,Fitness and Wellness,view,2024-12-06 03:45:32,
ybaker,Fitness and Wellness,rating,2024-12-06 03:45:32,5.0
ybaker,Web Development Bootcamp,complete,2024-12-06 03:45:32,
ybaker,Web Development Bootcamp,rating,2024-12-06 03:45:32,4.0
christian96,Finance Fundamentals,enroll,2024-12-06 03:45:32,
christian96,Finance Fundamentals,rating,2024-12-06 03:45:32,2.0
christian96,Project Management,complete,2024-12-06 03:45:32,
christian96,Project Management,rating,2024-12-06 03:45:32,5.0
christian96,Cooking Essentials,complete,2024-12-06 03:45:32,
christian96,Cooking Essentials,rating,2024-12-06 03:45:32,2.0
christian96,Fitness and Wellness,view,2024-12-06 03:45:32,
christian96,Fitness and Wellness,rating,2024-12-06 03:45:32,5.0
qwilliams,Cloud Computing,enroll,2024-12-06 03:45:32,
qwilliams,Cloud Computing,rating,2024-12-06 03:45:32,3.0
qwilliams,Fitness and Wellness,complete,2024-12-06 03:45:32,
qwilliams,Fitness and Wellness,rating,2024-12-06 03:45:32,3.0
qwilliams,AI for Beginners,enroll,2024-12-06 03:45:32,
qwilliams,AI for Beginners,rating,2024-12-06 03:45:32,3.0
laurahall,UX Design Basics,complete,2024-12-06 03:45:32,
laurahall,UX Design Basics,rating,2024-12-06 03:45:32,4.0
laurahall,Social Media Marketing,complete,2024-12-06 03:45:32,
laurahall,Social Media Marketing,rating,2024-12-06 03:45:32,4.0
laurahall,Blockchain Basics,view,2024-12-06 03:45:32,
laurahall,Blockchain Basics,rating,2024-12-06 03:45:32,2.0
laurahall,History of Art,complete,2024-12-06 03:45:32,
laurahall,History of Art,rating,2024-12-06 03:45:32,2.0
hcampbell,Blockchain Basics,enroll,2024-12-06 03:45:32,
hcampbell,Blockchain Basics,rating,2024-12-06 03:45:32,5.0
hcampbell,AI for Beginners,view,2024-12-06 03:45:32,
hcampbell,AI for Beginners,rating,2024-12-06 03:45:32,1.0
hcampbell,Web Development Bootcamp,enroll,2024-12-06 03:45:32,
hcampbell,Web Development Bootcamp,rating,2024-12-06 03:45:32,1.0
hcampbell,Social Media Marketing,complete,2024-12-06 03:45:32,
hcampbell,Social Media Marketing,rating,2024-12-06 03:45:32,5.0
helen76,Blockchain Basics,view,2024-12-06 03:45:32,
helen76,Blockchain Basics,rating,2024-12-06 03:45:32,3.0
helen76,Project Management,complete,2024-12-06 03:45:32,
helen76,Project Management,rating,2024-12-06 03:45:32,2.0
cindy54,Machine Learning,complete,2024-12-06 03:45:32,
cindy54,Machine Learning,rating,2024-12-06 03:45:32,1.0
cindy54,Music Production,view,2024-12-06 03:45:32,
cindy54,Music Production,rating,2024-12-06 03:45:32,3.0
nicole46,Advanced Java,enroll,2024-12-06 03:45:32,
nicole46,Advanced Java,rating,2024-12-06 03:45:32,1.0
nicole46,AI for Beginners,complete,2024-12-06 03:45:32,
nicole46,AI for Beginners,rating,2024-12-06 03:45:32,4.0
nicole46,Excel for Beginners,enroll,2024-12-06 03:45:32,
nicole46,Excel for Beginners,rating,2024-12-06 03:45:32,3.0
nicole46,Game Development,enroll,2024-12-06 03:45:32,
nicole46,Game Development,rating,2024-12-06 03:45:32,2.0
nicole46,SEO Strategies,view,2024-12-06 03:45:32,
nicole46,SEO Strategies,rating,2024-12-06 03:45:32,1.0
jennycraig,SEO Strategies,complete,2024-12-06 03:45:32,
jennycraig,SEO Strategies,rating,2024-12-06 03:45:32,1.0
jennycraig,Data Science 101,complete,2024-12-06 03:45:32,
jennycraig,Data Science 101,rating,2024-12-06 03:45:32,2.0
jennycraig,Photography Basics,view,2024-12-06 03:45:32,
jennycraig,Photography Basics,rating,2024-12-06 03:45:32,3.0
jennycraig,Intro to Python,view,2024-12-06 03:45:32,
jennycraig,Intro to Python,rating,2024-12-06 03:45:32,4.0
andrewserik,Photography Basics,enroll,2024-12-06 03:45:32,
andrewserik,Photography Basics,rating,2024-12-06 03:45:32,4.0
andrewserik,AI for Beginners,view,2024-12-06 03:45:32,
andrewserik,AI for Beginners,rating,2024-12-06 03:45:32,4.0
andrewserik,Interior Design Basics,view,2024-12-06 03:45:32,
andrewserik,Interior Design Basics,rating,2024-12-06 03:45:32,1.0
andrewserik,UX Design Basics,complete,2024-12-06 03:45:32,
andrewserik,UX Design Basics,rating,2024-12-06 03:45:32,5.0
andrewserik,Public Speaking,complete,2024-12-06 03:45:32,
andrewserik,Public Speaking,rating,2024-12-06 03:45:32,1.0
heatherthomas,History of Art,enroll,2024-12-06 03:45:32,
heatherthomas,History of Art,rating,2024-12-06 03:45:32,5.0
heatherthomas,Public Speaking,complete,2024-12-06 03:45:32,
heatherthomas,Public Speaking,rating,2024-12-06 03:45:32,5.0
heatherthomas,Project Management,view,2024-12-06 03:45:32,
heatherthomas,Project Management,rating,2024-12-06 03:45:32,2.0
brianpetersen,Music Production,enroll,2024-12-06 03:45:32,
brianpetersen,Music Production,rating,2024-12-06 03:45:32,1.0
brianpetersen,Ethical Hacking,complete,2024-12-06 03:45:32,
brianpetersen,Ethical Hacking,rating,2024-12-06 03:45:32,3.0
brianpetersen,Fitness and Wellness,view,2024-12-06 03:45:32,
brianpetersen,Fitness and Wellness,rating,2024-12-06 03:45:32,3.0
brianpetersen,Mobile App Development,complete,2024-12-06 03:45:32,
brianpetersen,Mobile App Development,rating,2024-12-06 03:45:32,3.0
brianpetersen,Machine Learning,view,2024-12-06 03:45:32,
brianpetersen,Machine Learning,rating,2024-12-06 03:45:32,5.0
yferrell,Statistics for Data Science,view,2024-12-06 03:45:32,
yferrell,Statistics for Data Science,rating,2024-12-06 03:45:32,4.0
yferrell,Graphic Design Fundamentals,view,2024-12-06 03:45:32,
yferrell,Graphic Design Fundamentals,rating,2024-12-06 03:45:32,2.0
yferrell,Machine Learning,view,2024-12-06 03:45:32,
yferrell,Machine Learning,rating,2024-12-06 03:45:32,2.0
yferrell,SEO Strategies,view,2024-12-06 03:45:32,
yferrell,SEO Strategies,rating,2024-12-06 03:45:32,1.0
brownrachel,Blockchain Basics,view,2024-12-06 03:45:32,
brownrachel,Blockchain Basics,rating,2024-12-06 03:45:32,1.0
brownrachel,Interior Design Basics,enroll,2024-12-06 03:45:32,
brownrachel,Interior Design Basics,rating,2024-12-06 03:45:32,5.0
brownrachel,Advanced Java,view,2024-12-06 03:45:32,
brownrachel,Advanced Java,rating,2024-12-06 03:45:32,5.0
brownrachel,Cooking Essentials,enroll,2024-12-06 03:45:32,
brownrachel,Cooking Essentials,rating,2024-12-06 03:45:32,4.0
brownrachel,Fitness and Wellness,view,2024-12-06 03:45:32,
brownrachel,Fitness and Wellness,rating,2024-12-06 03:45:32,5.0
dawsonkayla,Interior Design Basics,view,2024-12-06 03:45:32,
dawsonkayla,Interior Design Basics,rating,2024-12-06 03:45:32,3.0
dawsonkayla,Advanced Java,enroll,2024-12-06 03:45:32,
dawsonkayla,Advanced Java,rating,2024-12-06 03:45:32,3.0
lflowers,Cloud Computing,view,2024-12-06 03:45:32,
lflowers,Cloud Computing,rating,2024-12-06 03:45:32,3.0
lflowers,UX Design Basics,enroll,2024-12-06 03:45:32,
lflowers,UX Design Basics,rating,2024-12-06 03:45:32,3.0
lflowers,Data Science 101,enroll,2024-12-06 03:45:32,
lflowers,Data Science 101,rating,2024-12-06 03:45:32,2.0
lschmidt,Cybersecurity Essentials,complete,2024-12-06 03:45:32,
lschmidt,Cybersecurity Essentials,rating,2024-12-06 03:45:32,3.0
lschmidt,Public Speaking,complete,2024-12-06 03:45:32,
lschmidt,Public Speaking,rating,2024-12-06 03:45:32,4.0
lschmidt,Game Development,complete,2024-12-06 03:45:32,
lschmidt,Game Development,rating,2024-12-06 03:45:32,5.0
kjones,Project Management,complete,2024-12-06 03:45:32,
kjones,Project Management,rating,2024-12-06 03:45:32,1.0
kjones,Graphic Design Fundamentals,complete,2024-12-06 03:45:32,
kjones,Graphic Design Fundamentals,rating,2024-12-06 03:45:32,1.0
kjones,Excel for Beginners,view,2024-12-06 03:45:32,
kjones,Excel for Beginners,rating,2024-12-06 03:45:32,1.0
kjones,Cybersecurity Essentials,enroll,2024-12-06 03:45:32,
kjones,Cybersecurity Essentials,rating,2024-12-06 03:45:32,1.0
kjones,SEO Strategies,view,2024-12-06 03:45:32,
kjones,SEO Strategies,rating,2024-12-06 03:45:32,1.0
vickieedwards,Creative Writing,view,2024-12-06 03:45:32,
vickieedwards,Creative Writing,rating,2024-12-06 03:45:32,1.0
vickieedwards,Advanced Java,view,2024-12-06 03:45:32,
vickieedwards,Advanced Java,rating,2024-12-06 03:45:32,1.0
vickieedwards,Cooking Essentials,complete,2024-12-06 03:45:32,
vickieedwards,Cooking Essentials,rating,2024-12-06 03:45:32,3.0
glloyd,Digital Marketing Basics,enroll,2024-12-06 03:45:32,
glloyd,Digital Marketing Basics,rating,2024-12-06 03:45:32,3.0
glloyd,Creative Writing,complete,2024-12-06 03:45:32,
glloyd,Creative Writing,rating,2024-12-06 03:45:32,1.0
glloyd,AI for Beginners,view,2024-12-06 03:45:32,
glloyd,AI for Beginners,rating,2024-12-06 03:45:32,1.0
glloyd,Mobile App Development,enroll,2024-12-06 03:45:32,
glloyd,Mobile App Development,rating,2024-12-06 03:45:32,1.0
glloyd,Data Science 101,complete,2024-12-06 03:45:32,
glloyd,Data Science 101,rating,2024-12-06 03:45:32,1.0
justinwyatt,Cooking Essentials,view,2024-12-06 03:45:32,
justinwyatt,Cooking Essentials,rating,2024-12-06 03:45:32,5.0
justinwyatt,Music Production,view,2024-12-06 03:45:32,
justinwyatt,Music Production,rating,2024-12-06 03:45:32,5.0
justinwyatt,AI for Beginners,enroll,2024-12-06 03:45:32,
justinwyatt,AI for Beginners,rating,2024-12-06 03:45:32,1.0
michaelsmith,Public Speaking,complete,2024-12-06 03:45:32,
michaelsmith,Public Speaking,rating,2024-12-06 03:45:32,2.0
michaelsmith,Blockchain Basics,complete,2024-12-06 03:45:32,
michaelsmith,Blockchain Basics,rating,2024-12-06 03:45:32,1.0
michaelsmith,SEO Strategies,complete,2024-12-06 03:45:32,
michaelsmith,SEO Strategies,rating,2024-12-06 03:45:32,1.0
michaelsmith,Web Development Bootcamp,view,2024-12-06 03:45:32,
michaelsmith,Web Development Bootcamp,rating,2024-12-06 03:45:32,2.0
ramirezmelissa,Graphic Design Fundamentals,view,2024-12-06 03:45:32,
ramirezmelissa,Graphic Design Fundamentals,rating,2024-12-06 03:45:32,1.0
ramirezmelissa,Music Production,enroll,2024-12-06 03:45:32,
ramirezmelissa,Music Production,rating,2024-12-06 03:45:32,3.0
loripatterson,Quantum Computing 101,complete,2024-12-06 03:45:32,
loripatterson,Quantum Computing 101,rating,2024-12-06 03:45:32,5.0
loripatterson,Creative Writing,complete,2024-12-06 03:45:32,
loripatterson,Creative Writing,rating,2024-12-06 03:45:32,4.0
loripatterson,Fitness and Wellness,complete,2024-12-06 03:45:32,
loripatterson,Fitness and Wellness,rating,2024-12-06 03:45:32,2.0
loripatterson,Interior Design Basics,view,2024-12-06 03:45:32,
loripatterson,Interior Design Basics,rating,2024-12-06 03:45:32,2.0
loripatterson,Game Development,view,2024-12-06 03:45:32,
loripatterson,Game Development,rating,2024-12-06 03:45:32,4.0
salinassamantha,Statistics for Data Science,view,2024-12-06 03:45:32,
salinassamantha,Statistics for Data Science,rating,2024-12-06 03:45:32,3.0
salinassamantha,Game Development,complete,2024-12-06 03:45:32,
salinassamantha,Game Development,rating,2024-12-06 03:45:32,4.0
fdaniel,Advanced Java,view,2024-12-06 03:45:32,
fdaniel,Advanced Java,rating,2024-12-06 03:45:32,3.0
fdaniel,Blockchain Basics,enroll,2024-12-06 03:45:32,
fdaniel,Blockchain Basics,rating,2024-12-06 03:45:32,5.0
fdaniel,Fitness and Wellness,enroll,2024-12-06 03:45:32,
fdaniel,Fitness and Wellness,rating,2024-12-06 03:45:32,3.0
fdaniel,Excel for Beginners,enroll,2024-12-06 03:45:32,
fdaniel,Excel for Beginners,rating,2024-12-06 03:45:32,2.0
mannjacob,SEO Strategies,complete,2024-12-06 03:45:32,
mannjacob,SEO Strategies,rating,2024-12-06 03:45:32,5.0
mannjacob,Fitness and Wellness,complete,2024-12-06 03:45:32,
mannjacob,Fitness and Wellness,rating,2024-12-06 03:45:32,4.0
mannjacob,Machine Learning,complete,2024-12-06 03:45:32,
mannjacob,Machine Learning,rating,2024-12-06 03:45:32,3.0
mannjacob,Advanced Java,view,2024-12-06 03:45:32,
mannjacob,Advanced Java,rating,2024-12-06 03:45:32,1.0
walldana,Blockchain Basics,complete,2024-12-06 03:45:32,
walldana,Blockchain Basics,rating,2024-12-06 03:45:32,5.0
walldana,Creative Writing,enroll,2024-12-06 03:45:32,
walldana,Creative Writing,rating,2024-12-06 03:45:32,4.0
harrisvincent,UX Design Basics,complete,2024-12-06 03:45:32,
harrisvincent,UX Design Basics,rating,2024-12-06 03:45:32,1.0
harrisvincent,Cybersecurity Essentials,view,2024-12-06 03:45:32,
harrisvincent,Cybersecurity Essentials,rating,2024-12-06 03:45:32,3.0
harrisvincent,Music Production,complete,2024-12-06 03:45:32,
harrisvincent,Music Production,rating,2024-12-06 03:45:32,1.0
harrisvincent,SEO Strategies,complete,2024-12-06 03:45:32,
harrisvincent,SEO Strategies,rating,2024-12-06 03:45:32,4.0
westbrian,Public Speaking,complete,2024-12-06 03:45:32,
westbrian,Public Speaking,rating,2024-12-06 03:45:32,5.0
westbrian,Advanced Java,view,2024-12-06 03:45:32,
westbrian,Advanced Java,rating,2024-12-06 03:45:32,4.0
kellyanderson,AI for Beginners,complete,2024-12-06 03:45:32,
kellyanderson,AI for Beginners,rating,2024-12-06 03:45:32,1.0
kellyanderson,Cooking Essentials,enroll,2024-12-06 03:45:32,
kellyanderson,Cooking Essentials,rating,2024-12-06 03:45:32,2.0
kellyanderson,Graphic Design Fundamentals,complete,2024-12-06 03:45:32,
kellyanderson,Graphic Design Fundamentals,rating,2024-12-06 03:45:32,1.0
kellyanderson,Data Science 101,enroll,2024-12-06 03:45:32,
kellyanderson,Data Science 101,rating,2024-12-06 03:45:32,1.0
evanramos,Finance Fundamentals,enroll,2024-12-06 03:45:32,
evanramos,Finance Fundamentals,rating,2024-12-06 03:45:32,3.0
evanramos,Digital Marketing Basics,enroll,2024-12-06 03:45:32,
evanramos,Digital Marketing Basics,rating,2024-12-06 03:45:32,4.0
sjones,UX Design Basics,enroll,2024-12-06 03:45:32,
sjones,UX Design Basics,rating,2024-12-06 03:45:32,4.0
sjones,Ethical Hacking,complete,2024-12-06 03:45:32,
sjones,Ethical Hacking,rating,2024-12-06 03:45:32,2.0
sjones,SEO Strategies,complete,2024-12-06 03:45:32,
sjones,SEO Strategies,rating,2024-12-06 03:45:32,3.0
sjones,Excel for Beginners,enroll,2024-12-06 03:45:32,
sjones,Excel for Beginners,rating,2024-12-06 03:45:32,1.0
sjones,Interior Design Basics,enroll,2024-12-06 03:45:32,
sjones,Interior Design Basics,rating,2024-12-06 03:45:32,1.0
guerrerojonathan,Ethical Hacking,complete,2024-12-06 03:45:32,
guerrerojonathan,Ethical Hacking,rating,2024-12-06 03:45:32,4.0
guerrerojonathan,Quantum Computing 101,complete,2024-12-06 03:45:32,
guerrerojonathan,Quantum Computing 101,rating,2024-12-06 03:45:32,2.0
guerrerojonathan,AI for Beginners,complete,2024-12-06 03:45:32,
guerrerojonathan,AI for Beginners,rating,2024-12-06 03:45:32,2.0
golson,Cooking Essentials,complete,2024-12-06 03:45:32,
golson,Cooking Essentials,rating,2024-12-06 03:45:32,2.0
golson,Digital Marketing Basics,view,2024-12-06 03:45:32,
golson,Digital Marketing Basics,rating,2024-12-06 03:45:32,5.0
golson,Cybersecurity Essentials,complete,2024-12-06 03:45:32,
golson,Cybersecurity Essentials,rating,2024-12-06 03:45:32,1.0
golson,SEO Strategies,view,2024-12-06 03:45:32,
golson,SEO Strategies,rating,2024-12-06 03:45:32,4.0
watkinsjohn,Music Production,view,2024-12-06 03:45:32,
watkinsjohn,Music Production,rating,2024-12-06 03:45:32,4.0
watkinsjohn,Digital Marketing Basics,view,2024-12-06 03:45:32,
watkinsjohn,Digital Marketing Basics,rating,2024-12-06 03:45:32,1.0
ginablake,Advanced Java,view,2024-12-06 03:45:32,
ginablake,Advanced Java,rating,2024-12-06 03:45:32,2.0
ginablake,Ethical Hacking,complete,2024-12-06 03:45:32,
ginablake,Ethical Hacking,rating,2024-12-06 03:45:32,2.0
ginablake,Social Media Marketing,complete,2024-12-06 03:45:32,
ginablake,Social Media Marketing,rating,2024-12-06 03:45:32,5.0
ginablake,Data Science 101,complete,2024-12-06 03:45:32,
ginablake,Data Science 101,rating,2024-12-06 03:45:32,4.0
ginablake,Finance Fundamentals,view,2024-12-06 03:45:32,
ginablake,Finance Fundamentals,rating,2024-12-06 03:45:32,1.0
braunkimberly,Statistics for Data Science,view,2024-12-06 03:45:32,
braunkimberly,Statistics for Data Science,rating,2024-12-06 03:45:32,3.0
braunkimberly,Intro to Python,complete,2024-12-06 03:45:32,
braunkimberly,Intro to Python,rating,2024-12-06 03:45:32,4.0
braunkimberly,Creative Writing,view,2024-12-06 03:45:32,
braunkimberly,Creative Writing,rating,2024-12-06 03:45:32,2.0
urichardson,Ethical Hacking,enroll,2024-12-06 03:45:32,
urichardson,Ethical Hacking,rating,2024-12-06 03:45:32,1.0
urichardson,Blockchain Basics,enroll,2024-12-06 03:45:32,
urichardson,Blockchain Basics,rating,2024-12-06 03:45:32,5.0
urichardson,Machine Learning,view,2024-12-06 03:45:32,
urichardson,Machine Learning,rating,2024-12-06 03:45:32,3.0
heatherkaufman,Cooking Essentials,complete,2024-12-06 03:45:32,
heatherkaufman,Cooking Essentials,rating,2024-12-06 03:45:32,2.0
heatherkaufman,Music Production,complete,2024-12-06 03:45:32,
heatherkaufman,Music Production,rating,2024-12-06 03:45:32,3.0
heatherkaufman,Quantum Computing 101,view,2024-12-06 03:45:32,
heatherkaufman,Quantum Computing 101,rating,2024-12-06 03:45:32,2.0
heatherkaufman,Excel for Beginners,view,2024-12-06 03:45:32,
heatherkaufman,Excel for Beginners,rating,2024-12-06 03:45:32,4.0
lcollins,Web Development Bootcamp,enroll,2024-12-06 03:45:32,
lcollins,Web Development Bootcamp,rating,2024-12-06 03:45:32,5.0
lcollins,Blockchain Basics,view,2024-12-06 03:45:32,
lcollins,Blockchain Basics,rating,2024-12-06 03:45:32,4.0
lcollins,Machine Learning,enroll,2024-12-06 03:45:32,
lcollins,Machine Learning,rating,2024-12-06 03:45:32,1.0
deborahgreen,Web Development Bootcamp,view,2024-12-06 03:45:32,
deborahgreen,Web Development Bootcamp,rating,2024-12-06 03:45:32,3.0
deborahgreen,UX Design Basics,view,2024-12-06 03:45:32,
deborahgreen,UX Design Basics,rating,2024-12-06 03:45:32,3.0
deborahgreen,Ethical Hacking,enroll,2024-12-06 03:45:32,
deborahgreen,Ethical Hacking,rating,2024-12-06 03:45:32,3.0
mooretodd,Advanced Java,complete,2024-12-06 03:45:32,
mooretodd,Advanced Java,rating,2024-12-06 03:45:32,5.0
mooretodd,Blockchain Basics,complete,2024-12-06 03:45:32,
mooretodd,Blockchain Basics,rating,2024-12-06 03:45:32,1.0
mooretodd,Quantum Computing 101,enroll,2024-12-06 03:45:32,
mooretodd,Quantum Computing 101,rating,2024-12-06 03:45:32,1.0
mooretodd,Digital Marketing Basics,view,2024-12-06 03:45:32,
mooretodd,Digital Marketing Basics,rating,2024-12-06 03:45:32,5.0
fwilliams,Fitness and Wellness,enroll,2024-12-06 03:45:32,
fwilliams,Fitness and Wellness,rating,2024-12-06 03:45:32,2.0
fwilliams,Interior Design Basics,enroll,2024-12-06 03:45:32,
fwilliams,Interior Design Basics,rating,2024-12-06 03:45:32,1.0
fwilliams,Cybersecurity Essentials,view,2024-12-06 03:45:32,
fwilliams,Cybersecurity Essentials,rating,2024-12-06 03:45:32,1.0
mprice,Intro to Python,enroll,2024-12-06 03:45:32,
mprice,Intro to Python,rating,2024-12-06 03:45:32,4.0
mprice,Fitness and Wellness,enroll,2024-12-06 03:45:32,
mprice,Fitness and Wellness,rating,2024-12-06 03:45:32,5.0
beansara,Quantum Computing 101,enroll,2024-12-06 03:45:32,
beansara,Quantum Computing 101,rating,2024-12-06 03:45:32,3.0
beansara,Advanced Java,view,2024-12-06 03:45:32,
beansara,Advanced Java,rating,2024-12-06 03:45:32,3.0
beansara,AI for Beginners,enroll,2024-12-06 03:45:32,
beansara,AI for Beginners,rating,2024-12-06 03:45:32,5.0
beansara,SEO Strategies,view,2024-12-06 03:45:32,
beansara,SEO Strategies,rating,2024-12-06 03:45:32,4.0
beansara,UX Design Basics,enroll,2024-12-06 03:45:32,
beansara,UX Design Basics,rating,2024-12-06 03:45:32,5.0
jasminerandall,Quantum Computing 101,complete,2024-12-06 03:45:32,
jasminerandall,Quantum Computing 101,rating,2024-12-06 03:45:32,1.0
jasminerandall,Machine Learning,enroll,2024-12-06 03:45:32,
jasminerandall,Machine Learning,rating,2024-12-06 03:45:32,2.0
sayala,Machine Learning,enroll,2024-12-06 03:45:32,
sayala,Machine Learning,rating,2024-12-06 03:45:32,4.0
sayala,Ethical Hacking,enroll,2024-12-06 03:45:32,
sayala,Ethical Hacking,rating,2024-12-06 03:45:32,5.0
sayala,Quantum Computing 101,view,2024-12-06 03:45:32,
sayala,Quantum Computing 101,rating,2024-12-06 03:45:32,2.0
sayala,Intro to Python,enroll,2024-12-06 03:45:32,
sayala,Intro to Python,rating,2024-12-06 03:45:32,1.0
sayala,Data Science 101,view,2024-12-06 03:45:32,
sayala,Data Science 101,rating,2024-12-06 03:45:32,4.0
amberryan,Fitness and Wellness,enroll,2024-12-06 03:45:32,
amberryan,Fitness and Wellness,rating,2024-12-06 03:45:32,3.0
amberryan,UX Design Basics,complete,2024-12-06 03:45:32,
amberryan,UX Design Basics,rating,2024-12-06 03:45:32,1.0
amberryan,Graphic Design Fundamentals,view,2024-12-06 03:45:32,
amberryan,Graphic Design Fundamentals,rating,2024-12-06 03:45:32,4.0
amberryan,SEO Strategies,complete,2024-12-06 03:45:32,
amberryan,SEO Strategies,rating,2024-12-06 03:45:32,1.0
friedmanvictoria,Advanced Java,complete,2024-12-06 03:45:32,
friedmanvictoria,Advanced Java,rating,2024-12-06 03:45:32,5.0
friedmanvictoria,Blockchain Basics,view,2024-12-06 03:45:32,
friedmanvictoria,Blockchain Basics,rating,2024-12-06 03:45:32,1.0
